City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,nishinoomote,30.7333,131.0,20.75,64,0,1.54,131.0,131.0
259,afaahiti,-17.75,-149.2833,25.93,81,51,9.57,-149.2833,-149.2833
260,altai,46.3722,96.2583,4.73,59,100,7.92,96.2583,96.2583
261,saint-amand-montrond,46.75,2.5,13.57,85,72,4.54,2.5,2.5
262,greymouth,-42.4667,171.2,7.02,86,25,1.6,171.2,171.2
263,faya-largeau,17.9257,19.1043,30.75,15,23,6.02,19.1043,19.1043
264,sitangkai,4.6628,119.3928,28.71,69,66,1.88,119.3928,119.3928
265,boa vista,2.8197,-60.6733,34.99,38,40,5.66,-60.6733,-60.6733
266,saldanha,-33.0117,17.9442,17.54,68,61,6.09,17.9442,17.9442
267,taksimo,56.3444,114.8794,-13.05,81,86,1.03,114.8794,114.8794
268,buta,2.7858,24.73,25.47,78,53,0.16,24.73,24.73
269,nagothana,18.5333,73.1333,25.15,61,41,0.98,73.1333,73.1333
270,fale old settlement,-9.3852,-171.2468,28.61,78,100,8.14,-171.2468,-171.2468
271,gebeit,21.0667,36.3167,25.45,62,0,6.55,36.3167,36.3167
272,cibitoke,-2.8833,29.25,20.63,70,58,1.96,29.25,29.25
273,remire-montjoly,4.9167,-52.2667,34.02,52,0,3.6,-52.2667,-52.2667
274,tweed heads,-28.1817,153.547,21.77,75,100,8.75,153.547,153.547
275,francisco sa,-16.4758,-43.4883,33.91,34,98,1.9,-43.4883,-43.4883
276,ust'-kut,56.7938,105.7672,-11.42,67,5,1.34,105.7672,105.7672
277,dudinka,69.4058,86.1778,-14.1,97,90,0.89,86.1778,86.1778
278,port blair,11.6667,92.75,27.83,81,100,3.76,92.75,92.75
279,labrador city,52.9463,-66.9114,-3.05,59,75,6.17,-66.9114,-66.9114
280,enriquillo,17.9,-71.2333,29.82,79,82,1.71,-71.2333,-71.2333
281,shiqian,27.5225,108.2281,16.03,73,59,1.17,108.2281,108.2281
282,sitka,57.0531,-135.33,6.94,87,100,2.57,-135.33,-135.33
283,likiep,9.8251,169.3107,27.81,82,95,8.39,169.3107,169.3107
284,atvidaberg,58.2015,15.9977,4.1,97,100,4.02,15.9977,15.9977
285,revda,56.801,59.9303,-4.13,99,99,0.19,59.9303,59.9303
286,tonj,7.2737,28.6822,28.5,54,64,0.84,28.6822,28.6822
287,abhar,36.1468,49.218,14.19,57,100,1.81,49.218,49.218
288,ust'-barguzin,53.45,108.9833,-4.12,79,99,1.29,108.9833,108.9833
289,katsuura,35.1333,140.3,17.33,76,58,1.45,140.3,140.3
290,cambria,35.5641,-121.0808,20.42,44,91,0.89,-121.0808,-121.0808
291,cabedelo,-6.9811,-34.8339,28.19,60,51,4.77,-34.8339,-34.8339
292,la punta,-33.1837,-66.3127,20.46,30,44,5.1,-66.3127,-66.3127
293,kolonia town,6.964,158.206,24.0,94,100,2.06,158.206,158.206
294,prince george,53.9166,-122.753,-2.43,82,100,0.89,-122.753,-122.753
295,santa rosalia,27.3167,-112.2833,23.48,44,0,3.17,-112.2833,-112.2833
296,saipan,15.1355,145.701,27.39,89,20,5.66,145.701,145.701
297,serafimovich,49.5786,42.736,11.46,63,100,2.56,42.736,42.736
298,qamdo,31.1667,97.2333,-2.07,67,24,0.51,97.2333,97.2333
299,ulan bator,47.9077,106.8832,-8.93,92,0,1.0,106.8832,106.8832
300,saynshand,44.8824,110.1163,5.87,58,70,2.24,110.1163,110.1163
301,iisalmi,63.5592,27.1907,-5.12,88,93,2.95,27.1907,27.1907
302,nar'yan-mar,67.6713,53.087,-10.5,97,100,2.68,53.087,53.087
303,othello,46.826,-119.1753,2.19,46,50,2.18,-119.1753,-119.1753
304,lethem,3.3803,-59.7968,38.34,28,85,2.9,-59.7968,-59.7968
305,pitimbu,-7.4706,-34.8086,27.94,60,12,4.47,-34.8086,-34.8086
306,soledade,-28.8183,-52.5103,17.12,90,100,3.38,-52.5103,-52.5103
307,chornomors'k,46.305,30.6548,16.85,92,8,7.64,30.6548,30.6548
308,calderitas,18.55,-88.25,29.82,58,65,2.47,-88.25,-88.25
309,jeddah,21.5169,39.2192,30.92,58,0,4.63,39.2192,39.2192
310,ust'-kulom,61.6864,53.6902,-5.47,98,99,1.58,53.6902,53.6902
311,black point,-34.6187,137.8972,11.55,70,3,5.37,137.8972,137.8972
312,al bawiti,28.3492,28.8659,24.4,50,0,4.18,28.8659,28.8659
313,karema,-6.8205,30.4389,26.63,62,88,0.89,30.4389,30.4389
314,el calafate,-50.3408,-72.2768,7.18,49,0,2.36,-72.2768,-72.2768
315,cox's bazar,21.4532,91.9798,24.29,79,31,2.62,91.9798,91.9798
316,xilin hot,43.9667,116.0333,4.0,59,100,1.36,116.0333,116.0333
317,sandnessjoen,66.0217,12.6316,-1.94,64,0,3.09,12.6316,12.6316
318,buala,-8.145,159.5921,26.38,83,84,1.57,159.5921,159.5921
319,tosontsengel,48.7567,98.2839,-2.39,84,88,0.73,98.2839,98.2839
320,chonchi,-42.6128,-73.8092,12.56,54,22,2.2,-73.8092,-73.8092
321,bondo,3.8146,23.6866,25.45,76,81,1.64,23.6866,23.6866
322,utrik,11.2278,169.8474,27.94,78,99,9.22,169.8474,169.8474
323,kudahuvadhoo,2.6708,72.8944,27.44,77,88,2.55,72.8944,72.8944
324,saskatoon,52.1168,-106.6345,-6.12,85,99,5.36,-106.6345,-106.6345
325,tsiombe,-25.3,45.4833,20.61,77,92,6.66,45.4833,45.4833
326,nizhnyaya poyma,56.1622,97.1933,-5.67,56,100,5.17,97.1933,97.1933
327,puerto deseado,-47.7503,-65.8938,7.68,34,1,3.03,-65.8938,-65.8938
